iter	Logloss
0	0.6799037691
1	0.6669629317
2	0.6545574135
3	0.6423377754
4	0.6297873894
5	0.6185885791
6	0.6077571579
7	0.5963293213
8	0.5855399994
9	0.5755108357
10	0.5659751047
11	0.5553882503
12	0.5448257689
13	0.5357724715
14	0.5265250629
15	0.517582725
16	0.5098366462
17	0.5017383059
18	0.4938600861
19	0.4867877471
20	0.4796717373
21	0.4721972532
22	0.4647069371
23	0.4573008604
24	0.4505474523
25	0.4443419708
26	0.4375687008
27	0.4313562347
28	0.4251894982
29	0.4193304954
30	0.4135368534
31	0.4076646578
32	0.4021259251
33	0.3963526845
34	0.3909829405
35	0.3853415045
36	0.3797709799
37	0.3744437885
38	0.3694984007
39	0.3643806578
40	0.3593299052
41	0.3544909478
42	0.3502148932
43	0.34611063
44	0.3415478914
45	0.337452151
46	0.3335469528
47	0.3295269692
48	0.3258259115
49	0.3218248731
50	0.3177716523
51	0.3141714494
52	0.3107438406
53	0.3070850379
54	0.3038278024
55	0.3001005388
56	0.2968208299
57	0.2933917378
58	0.2908004417
59	0.2875410772
60	0.2844641351
61	0.28172482
62	0.278974404
63	0.2760115879
64	0.2732397129
65	0.2704769636
66	0.2676863579
67	0.264980598
68	0.2623832436
69	0.2600112618
70	0.2575383971
71	0.2551478475
72	0.2525877372
73	0.2504651748
74	0.2481406387
75	0.2457804569
76	0.2436734672
77	0.2416344532
78	0.2395217203
79	0.2374508866
80	0.2353974622
81	0.2334388385
82	0.2318958315
83	0.2297876066
84	0.2279086582
85	0.2259925479
86	0.2240005675
87	0.2219164276
88	0.2198491732
89	0.2180801563
90	0.2164607597
91	0.2149212077
92	0.2132084912
93	0.2116010263
94	0.2100283535
95	0.2083041173
96	0.2068157407
97	0.2050578262
98	0.2035675154
99	0.2022163939
100	0.2007018239
101	0.1991963147
102	0.1978900284
103	0.1965335267
104	0.1953419704
105	0.1938038298
106	0.1926622704
107	0.1911615026
108	0.1899065121
109	0.1886599916
110	0.1873298308
111	0.1861430668
112	0.1850007088
113	0.1836509619
114	0.1825881301
115	0.1814152859
116	0.1803236592
117	0.1792089612
118	0.1780313394
119	0.1769111826
120	0.1756874423
121	0.1746976695
122	0.1736288085
123	0.172621209
124	0.1714246363
125	0.1703649253
126	0.1692954318
127	0.1683481838
128	0.167453597
129	0.1665442915
130	0.1655167302
131	0.1646449512
132	0.1636490905
133	0.1627581688
134	0.1619256749
135	0.1610395543
136	0.1601717716
137	0.1593960582
138	0.1585310046
139	0.157583334
140	0.1566864932
141	0.1557934417
142	0.1549068734
143	0.1540316737
144	0.1532911371
145	0.1524970394
146	0.1516326092
147	0.1507364194
148	0.1500777806
149	0.149367569
150	0.1485761634
151	0.1478177757
152	0.1471206522
153	0.1464430105
154	0.1456875961
155	0.1449490788
156	0.1442698818
157	0.1435895627
158	0.1429101439
159	0.1421246657
160	0.1414857611
161	0.1407643707
162	0.1401504269
163	0.13945394
164	0.1387103694
165	0.1381203681
166	0.1375836427
167	0.1367945094
168	0.1361761757
169	0.1356407073
170	0.1350209387
171	0.1344828501
172	0.133934183
173	0.1333585142
174	0.1327318408
175	0.1320959356
176	0.131624075
177	0.1309888068
178	0.130418051
179	0.1298822496
180	0.1292750561
181	0.1287453738
182	0.1280768591
183	0.1276179024
184	0.12693143
185	0.1263648123
186	0.1258640363
187	0.1253777634
188	0.1249516447
189	0.1244468349
190	0.1240423876
191	0.1234837508
192	0.1228555859
193	0.1222665021
194	0.1217859659
195	0.121178414
196	0.1206756252
197	0.1202013875
198	0.1197451748
199	0.1192580145
200	0.1188180491
201	0.1182975911
202	0.1177995866
203	0.1173727568
204	0.1168265135
205	0.1163329059
206	0.1158365455
207	0.1153875897
208	0.1149883448
209	0.114458689
210	0.1140036499
211	0.113515057
212	0.1130894876
213	0.1126097405
214	0.1121407225
215	0.1116061871
216	0.1112005103
217	0.1108004118
218	0.110447975
219	0.1098947763
220	0.1094189047
221	0.1089389388
222	0.1085186504
223	0.1080832022
224	0.1076477389
225	0.1073302645
226	0.1069926117
227	0.1065959784
228	0.1061028548
229	0.1057690701
230	0.1053287
231	0.1049644466
232	0.1046101415
233	0.1042625862
234	0.1038531641
235	0.1034512298
236	0.1031171108
237	0.1027632349
238	0.1024962622
239	0.1021203862
240	0.101699279
241	0.1012946721
242	0.1009212427
243	0.1006261111
244	0.1001902879
245	0.09988780858
246	0.09960344559
247	0.099198217
248	0.09878664557
249	0.09845768832
250	0.09805199186
251	0.09776055235
252	0.09736921903
253	0.09706541257
254	0.09668725408
255	0.09634201104
256	0.09604495549
257	0.09566420215
258	0.09527084506
259	0.09488730503
260	0.09455867107
261	0.09411265245
262	0.09380021949
263	0.09346938567
264	0.09313912488
265	0.0927784106
266	0.09245577247
267	0.09216266925
268	0.09180109724
269	0.0914596558
270	0.09119896382
271	0.09098746614
272	0.09068205147
273	0.09036113391
274	0.09007954529
275	0.08983534589
276	0.08952304907
277	0.08921248998
278	0.08895108119
279	0.08853229443
280	0.08819318118
281	0.08795545617
282	0.08771574334
283	0.08736876189
284	0.08705180623
285	0.08680526172
286	0.08654367156
287	0.08625599134
288	0.08592656074
289	0.0856416498
290	0.08531678268
291	0.08513666527
292	0.08482143612
293	0.08455640905
294	0.08427978434
295	0.08395392341
296	0.08362677477
297	0.08337431736
298	0.08305804289
299	0.08276457143
300	0.08244405854
301	0.08223655039
302	0.0819267163
303	0.08166133419
304	0.08132409759
305	0.08106115294
306	0.08073734674
307	0.08042004442
308	0.0800462245
309	0.07976960594
310	0.07952255899
311	0.07929667701
312	0.07907445596
313	0.07885830466
314	0.07857239648
315	0.07834626609
316	0.07809677312
317	0.07779913644
318	0.07760630201
319	0.07738426997
320	0.07709586715
321	0.07684822921
322	0.07663966132
323	0.07646885557
324	0.07614026
325	0.0758561458
326	0.07561035114
327	0.07534669441
328	0.07507186479
329	0.07479894574
330	0.07446932274
331	0.07421936446
332	0.07397065299
333	0.07374136545
334	0.07353844245
335	0.07326619099
336	0.07303731997
337	0.07286587322
338	0.07270373582
339	0.07251141275
340	0.07230146133
341	0.07210456047
342	0.07190001975
343	0.07168995995
344	0.0714636584
345	0.07126398871
346	0.07101443411
347	0.07074367107
348	0.07038040201
349	0.07017201013
350	0.06993224809
351	0.06967538315
352	0.06943905533
353	0.0692356333
354	0.06900849107
355	0.06873861121
356	0.06853363893
357	0.06838515834
358	0.06821897945
359	0.06796580583
360	0.06778038467
361	0.06756196907
362	0.06733920372
363	0.06710630558
364	0.06689975383
365	0.06666760659
366	0.06647192448
367	0.06621391554
368	0.06599689579
369	0.0657429141
370	0.06552967866
371	0.06536249304
372	0.0651655306
373	0.06501552579
374	0.06478455566
375	0.06454548342
376	0.06433106875
377	0.06408815101
378	0.06389940511
379	0.06366357546
380	0.06351829512
381	0.06334890658
382	0.06308631311
383	0.06286909866
384	0.06268423614
385	0.06246117995
386	0.06224602585
387	0.06204677254
388	0.06187087305
389	0.06165670342
390	0.06149002591
391	0.06135980996
392	0.06119397162
393	0.06098204034
394	0.06083820803
395	0.06065684819
396	0.06044531599
397	0.06022647235
398	0.06008477876
399	0.05994329446
400	0.0597662612
401	0.05960938658
402	0.05933033498
403	0.05915409894
404	0.05895110024
405	0.05878629047
406	0.05867441713
407	0.05849306888
408	0.05830142223
409	0.05816542957
410	0.05799483136
411	0.05781961116
412	0.0576324224
413	0.05745847074
414	0.0572743347
415	0.05710757496
416	0.05694583757
417	0.05680795777
418	0.05661441325
419	0.05646294487
420	0.05630158633
421	0.05609028242
422	0.05592434404
423	0.05577729516
424	0.05564932659
425	0.05544151707
426	0.05531501309
427	0.05510249752
428	0.05493867778
429	0.0547633103
430	0.05458989862
431	0.05442831744
432	0.05429726905
433	0.05405009507
434	0.05391600066
435	0.05380239092
436	0.05365209207
437	0.0535144389
438	0.05334936589
439	0.05316324639
440	0.05299783164
441	0.0528512566
442	0.05271357785
443	0.05252337667
444	0.05230242557
445	0.05215654804
446	0.05199731198
447	0.05184432513
448	0.05165698456
449	0.05150173377
450	0.05138670608
451	0.05125662207
452	0.05110212864
453	0.05093875851
